category,rating,reviews,size,installs,type,price,content_for,last_updated,year
game,4.6,2698882,78.0,100000000,Free,0.0,Everyone,2018-07-31,2018
game,4.7,1535973,,50000000,Free,0.0,Teen,2018-07-23,2018
game,4.5,14892469,,500000000,Free,0.0,Everyone,2018-07-19,2018
game,4.4,8923818,63.0,100000000,Free,0.0,Everyone,2018-07-02,2018
game,4.6,7674252,,100000000,Free,0.0,Mature 17+,2018-08-02,2018
game,4.7,1125438,25.0,10000000,Free,0.0,Everyone,2018-07-17,2018
game,4.6,29445,29.0,5000000,Free,0.0,Everyone,2018-05-11,2018
game,4.5,655145,72.0,10000000,Free,0.0,Teen,2017-07-17,2017
game,4.4,4921451,,100000000,Free,0.0,Everyone 10+,2018-06-15,2018
game,4.5,5476569,53.0,100000000,Free,0.0,Teen,2018-08-03,2018
game,4.3,1083571,,50000000,Free,0.0,Everyone,2018-07-20,2018
game,4.5,27725352,76.0,1000000000,Free,0.0,Everyone 10+,2018-07-12,2018
game,4.2,1500999,33.0,100000000,Free,0.0,Everyone,2018-04-09,2018
game,4.5,4230886,60.0,100000000,Free,0.0,Everyone,2018-08-01,2018
game,4.3,8119154,62.0,500000000,Free,0.0,Everyone,2018-07-05,2018
game,4.4,5235294,,100000000,Free,0.0,Everyone,2017-11-14,2017
game,4.7,1535973,,50000000,Free,0.0,Teen,2018-07-23,2018
game,4.6,2698889,78.0,100000000,Free,0.0,Everyone,2018-07-31,2018
game,4.7,990663,75.0,10000000,Free,0.0,Everyone,2018-05-24,2018
game,4.6,7674252,,100000000,Free,0.0,Mature 17+,2018-08-02,2018
game,4.4,2119218,70.0,50000000,Free,0.0,Everyone 10+,2018-06-29,2018
game,4.6,1327265,99.0,50000000,Free,0.0,Teen,2017-04-12,2017
game,4.5,184210,99.0,10000000,Free,0.0,Everyone,2018-07-30,2018
game,4.3,1003269,,50000000,Free,0.0,Teen,2018-07-05,2018
game,4.5,1242855,27.0,50000000,Free,0.0,Teen,2018-07-18,2018
game,4.5,401425,70.0,10000000,Free,0.0,Everyone,2017-04-12,2017
game,4.6,10979062,88.0,100000000,Free,0.0,Everyone 10+,2018-07-02,2018
game,4.6,515657,63.0,10000000,Free,0.0,Everyone,2018-06-05,2018
game,4.3,955656,82.0,10000000,Free,0.0,Teen,2018-06-26,2018
game,4.6,337913,48.0,5000000,Free,0.0,Teen,2018-08-03,2018
game,4.5,1468591,,50000000,Free,0.0,Mature 17+,2018-07-23,2018
game,4.7,725897,31.0,10000000,Free,0.0,Teen,2018-08-03,2018
game,4.5,549039,23.0,50000000,Free,0.0,Teen,2018-08-03,2018
game,4.7,1559650,,50000000,Free,0.0,Everyone,2018-07-09,2018
game,4.7,292164,59.0,10000000,Free,0.0,Everyone 10+,2018-08-01,2018
game,4.6,520962,39.0,10000000,Free,0.0,Teen,2017-06-28,2017
game,4.4,1381820,54.0,10000000,Free,0.0,Teen,2017-03-14,2017
game,4.3,525517,48.0,10000000,Free,0.0,Everyone,2017-10-15,2017
game,4.5,696,,100000,Free,0.0,Everyone,2018-07-05,2018
game,4.3,194969,30.0,10000000,Free,0.0,Everyone 10+,2018-01-29,2018
game,4.4,327599,66.0,10000000,Free,0.0,Teen,2017-07-28,2017
game,4.2,3816799,32.0,100000000,Free,0.0,Everyone,2018-07-23,2018
game,4.3,10538,50.0,1000000,Free,0.0,Mature 17+,2018-08-01,2018
game,4.5,5476569,53.0,100000000,Free,0.0,Teen,2018-08-03,2018
game,4.4,105620,61.0,1000000,Free,0.0,Everyone 10+,2018-07-16,2018
game,4.7,37139,49.0,1000000,Free,0.0,Everyone 10+,2018-01-24,2018
game,4.2,147791,38.0,5000000,Free,0.0,Teen,2018-07-26,2018
game,4.1,347883,20.0,10000000,Free,0.0,Everyone,2018-03-16,2018
game,4.5,343263,,10000000,Free,0.0,Everyone 10+,2018-08-06,2018
game,4.5,216849,,10000000,Free,0.0,Everyone,2018-07-16,2018
game,4.5,354373,66.0,10000000,Free,0.0,Everyone 10+,2017-10-12,2017
game,4.1,753043,57.0,100000000,Free,0.0,Teen,2018-08-01,2018
game,4.3,43055,95.0,5000000,Free,0.0,Everyone,2018-06-29,2018
game,4.5,80678,,5000000,Free,0.0,Mature 17+,2018-05-25,2018
game,4.4,153381,,10000000,Free,0.0,Teen,2018-06-18,2018
game,4.5,559,32.0,100000,Free,0.0,Everyone 10+,2018-08-03,2018
game,4.6,3073251,33.0,50000000,Free,0.0,Everyone 10+,2018-07-25,2018
game,4.0,26649,66.0,5000000,Free,0.0,Teen,2018-08-05,2018
game,4.3,2151039,75.0,50000000,Free,0.0,Teen,2018-08-01,2018
game,4.5,306764,29.0,10000000,Free,0.0,Everyone,2018-08-03,2018
game,4.4,22430188,74.0,500000000,Free,0.0,Everyone,2018-07-05,2018
game,4.4,4067651,69.0,100000000,Free,0.0,Everyone 10+,2018-07-06,2018
game,4.6,59907,7.8,5000000,Free,0.0,Everyone,2018-03-06,2018
game,4.2,1500622,33.0,100000000,Free,0.0,Everyone,2018-04-09,2018
game,4.5,14201604,52.0,100000000,Free,0.0,Everyone,2018-07-31,2018
game,4.6,280098,50.0,10000000,Free,0.0,Everyone,2018-07-20,2018
game,4.5,148990,46.0,10000000,Free,0.0,Everyone,2018-07-17,2018
game,4.7,154264,12.0,10000000,Free,0.0,Everyone,2018-06-08,2018
game,4.5,26985,41.0,5000000,Free,0.0,Everyone,2018-06-04,2018
game,4.5,1125438,63.0,10000000,Free,0.0,Everyone,2018-07-05,2018
game,4.5,5387781,53.0,100000000,Free,0.0,Everyone,2018-02-27,2018
game,4.4,8923847,63.0,100000000,Free,0.0,Everyone,2018-07-02,2018
game,4.6,1327269,99.0,50000000,Free,0.0,Teen,2017-04-12,2017
game,4.3,23043,,5000000,Free,0.0,Everyone,2018-07-25,2018
game,4.4,42145,20.0,10000000,Free,0.0,Everyone,2018-07-04,2018
game,4.3,1295625,11.0,100000000,Free,0.0,Everyone,2018-04-11,2018
game,4.7,990796,75.0,10000000,Free,0.0,Everyone,2018-05-24,2018
game,4.7,171448,13.0,10000000,Free,0.0,Teen,2018-08-03,2018
game,4.4,2610680,46.0,100000000,Free,0.0,Everyone,2018-07-03,2018
game,4.3,1300619,78.0,50000000,Free,0.0,Everyone,2018-07-20,2018
game,4.4,2123793,49.0,100000000,Free,0.0,Everyone,2018-07-05,2018
game,4.5,21892,14.0,1000000,Free,0.0,Everyone,2017-12-29,2017
game,4.5,6074627,100.0,100000000,Free,0.0,Teen,2018-07-25,2018
game,4.4,104303,,10000000,Free,0.0,Everyone,2018-08-02,2018
game,4.4,5566908,97.0,100000000,Free,0.0,Everyone,2018-05-24,2018
game,4.6,1480182,,10000000,Free,0.0,Everyone,2018-08-02,2018
game,4.6,2750645,,100000000,Free,0.0,Everyone,2018-08-02,2018
game,4.4,47644,15.0,5000000,Free,0.0,Everyone,2018-06-15,2018
game,4.6,125647,33.0,10000000,Free,0.0,Everyone,2018-07-23,2018
game,4.2,4355,,1000000,Free,0.0,Everyone,2017-07-17,2017
game,4.4,2119235,70.0,50000000,Free,0.0,Everyone 10+,2018-06-29,2018
game,4.6,214878,10.0,10000000,Free,0.0,Everyone,2018-08-03,2018
game,4.6,811040,77.0,10000000,Free,0.0,Teen,2018-05-10,2018
game,4.7,1536349,,50000000,Free,0.0,Teen,2018-07-23,2018
game,4.5,592504,,50000000,Free,0.0,Everyone,2018-08-03,2018
game,4.2,17044,4.9,5000000,Free,0.0,Everyone,2018-04-13,2018
game,4.6,155186,,10000000,Free,0.0,Everyone,2018-08-03,2018
game,4.7,1125566,25.0,10000000,Free,0.0,Everyone,2018-07-17,2018
game,4.6,5419676,96.0,100000000,Free,0.0,Everyone,2018-06-13,2018
game,4.3,34494,23.0,5000000,Free,0.0,Everyone 10+,2018-07-11,2018
game,4.6,260651,51.0,10000000,Free,0.0,Everyone,2018-02-14,2018
game,4.4,4638163,96.0,100000000,Free,0.0,Everyone 10+,2018-07-19,2018
game,4.4,4921409,,100000000,Free,0.0,Everyone 10+,2018-06-15,2018
game,4.5,1468638,,50000000,Free,0.0,Mature 17+,2018-07-23,2018
game,4.2,344585,,50000000,Free,0.0,Everyone,2018-07-02,2018
game,4.4,7614407,70.0,100000000,Free,0.0,Everyone,2018-07-26,2018
game,4.3,234110,38.0,50000000,Free,0.0,Everyone,2016-11-22,2016
game,4.7,48615,24.0,10000000,Free,0.0,Everyone,2018-05-22,2018
family,4.5,470694,,50000000,Free,0.0,Everyone,2018-08-03,2018
family,4.4,42145,20.0,10000000,Free,0.0,Everyone,2018-07-04,2018
family,4.5,4449910,67.0,100000000,Free,0.0,Everyone 10+,2018-07-31,2018
family,4.4,14774,19.0,1000000,Free,0.0,Everyone,2018-07-23,2018
family,4.4,12753,51.0,5000000,Free,0.0,Everyone,2018-07-17,2018
family,4.5,33983,22.0,5000000,Free,0.0,Everyone,2018-08-02,2018
family,4.6,20267,46.0,1000000,Free,0.0,Everyone,2018-07-16,2018
family,4.5,5761,21.0,1000000,Free,0.0,Everyone,2018-07-04,2018
family,4.3,11618,39.0,5000000,Free,0.0,Everyone,2018-04-03,2018
family,4.7,12948,23.0,1000000,Free,0.0,Everyone,2018-05-24,2018
family,4.4,685,26.0,100000,Free,0.0,Everyone,2018-07-16,2018
family,4.5,9779,39.0,5000000,Free,0.0,Everyone,2018-02-25,2018
family,4.2,369378,24.0,50000000,Free,0.0,Everyone,2018-04-17,2018
family,4.5,11436,15.0,1000000,Free,0.0,Everyone,2018-04-17,2018
family,4.5,2150,20.0,500000,Free,0.0,Everyone,2018-02-01,2018
family,4.7,48615,24.0,10000000,Free,0.0,Everyone,2018-05-22,2018
family,4.4,382,44.0,500000,Free,0.0,Everyone,2018-08-01,2018
family,4.3,24936,38.0,5000000,Free,0.0,Everyone,2018-05-16,2018
family,4.6,1109,52.0,1000000,Free,0.0,Everyone,2018-07-18,2018
family,3.9,974,14.0,500000,Free,0.0,Everyone,2018-01-15,2018
family,4.2,108795,49.0,10000000,Free,0.0,Everyone,2018-06-15,2018
family,4.5,1455,8.9,500000,Free,0.0,Everyone,2018-02-01,2018
family,4.3,1024,,1000000,Free,0.0,Everyone,2018-05-28,2018
family,4.5,1014822,56.0,50000000,Free,0.0,Everyone,2017-06-29,2017
family,4.4,86961,99.0,10000000,Free,0.0,Everyone,2018-06-05,2018
family,4.4,7320,10.0,1000000,Free,0.0,Everyone,2017-07-07,2017
family,4.8,269194,6.9,10000000,Free,0.0,Everyone,2018-08-03,2018
family,4.4,59843,20.0,5000000,Free,0.0,Everyone,2018-01-09,2018
family,4.4,18616,10.0,1000000,Free,0.0,Everyone,2018-08-05,2018
family,4.3,11950,19.0,5000000,Free,0.0,Everyone,2018-07-12,2018
family,4.6,4289,33.0,500000,Free,0.0,Everyone,2018-07-31,2018
family,4.1,68286,85.0,10000000,Free,0.0,Everyone,2018-07-30,2018
family,4.5,11716,48.0,1000000,Free,0.0,Everyone,2018-08-03,2018
family,4.5,3323,9.6,1000000,Free,0.0,Everyone,2017-07-14,2017
family,4.5,36606,,10000000,Free,0.0,Everyone,2018-06-22,2018
family,4.0,328619,15.0,10000000,Free,0.0,Everyone,2017-10-06,2017
family,4.5,10216997,,100000000,Free,0.0,Everyone 10+,2018-07-12,2018
family,4.6,46741,50.0,10000000,Free,0.0,Everyone,2018-08-03,2018
family,4.5,530854,51.0,10000000,Free,0.0,Everyone,2017-07-17,2017
family,4.5,7050,24.0,1000000,Free,0.0,Everyone,2018-05-27,2018
family,4.5,235906,13.0,10000000,Free,0.0,Everyone,2018-07-29,2018
family,4.4,17753,16.0,1000000,Free,0.0,Everyone,2018-05-25,2018
family,4.7,6294400,,100000000,Free,0.0,Everyone,2018-08-01,2018
family,4.5,520609,,10000000,Free,0.0,Everyone,2018-06-28,2018
family,4.5,432,63.0,100000,Free,0.0,Everyone 10+,2018-07-27,2018
family,4.2,32029,15.0,5000000,Free,0.0,Everyone,2017-11-06,2017
family,4.3,4207,26.0,100000,Free,0.0,Everyone,2018-07-23,2018
family,4.5,64,81.0,10000,Free,0.0,Everyone,2018-07-18,2018
family,4.2,96,79.0,5000,Paid,3.99,Everyone,2018-06-14,2018
family,4.3,82471,,5000000,Free,0.0,Everyone,2018-07-05,2018
family,4.4,496,94.0,100000,Free,0.0,Everyone,2018-07-11,2018
family,4.6,20267,46.0,1000000,Free,0.0,Everyone,2018-07-16,2018
family,4.6,29436,43.0,1000000,Free,0.0,Everyone,2018-03-21,2018
family,4.5,19230,45.0,5000000,Free,0.0,Everyone,2018-07-12,2018
family,4.2,11126,91.0,1000000,Free,0.0,Everyone,2018-03-23,2018
family,4.5,23671,91.0,1000000,Free,0.0,Everyone,2018-07-31,2018
family,4.6,9652,53.0,1000000,Free,0.0,Everyone,2018-07-16,2018
family,4.6,9626,28.0,1000000,Free,0.0,Everyone,2018-02-07,2018
family,4.1,29319,26.0,5000000,Free,0.0,Everyone,2018-05-18,2018
family,4.5,1791,56.0,500000,Free,0.0,Everyone,2018-06-02,2018
family,4.6,9199,80.0,500000,Free,0.0,Everyone,2018-08-03,2018
family,4.6,14014,60.0,1000000,Free,0.0,Everyone,2018-07-06,2018
family,4.5,110877,,1000000,Free,0.0,Everyone 10+,2018-03-28,2018
family,4.3,160,67.0,50000,Free,0.0,Everyone,2018-06-18,2018
family,3.8,10366,78.0,1000000,Free,0.0,Everyone,2018-07-24,2018
family,4.5,47644,27.0,1000000,Free,0.0,Everyone,2018-05-31,2018
family,4.1,530792,,10000000,Free,0.0,Everyone,2018-05-30,2018
family,4.8,12137,63.0,100000,Free,0.0,Everyone 10+,2018-08-06,2018
family,3.9,237,26.0,100000,Free,0.0,Everyone,2018-07-12,2018
family,4.5,6404,46.0,500000,Free,0.0,Everyone,2018-07-16,2018
family,4.4,6356,83.0,500000,Free,0.0,Everyone,2018-07-04,2018
family,4.3,169,60.0,5000,Paid,2.99,Everyone,2018-05-25,2018
family,4.2,8,44.0,1000,Paid,3.99,Everyone,2018-07-09,2018
family,3.0,2,82.0,500,Paid,2.99,Everyone,2018-06-25,2018
family,4.5,4450855,67.0,100000000,Free,0.0,Everyone 10+,2018-07-31,2018
family,4.4,86961,99.0,10000000,Free,0.0,Everyone,2018-06-05,2018
family,4.5,10216997,,100000000,Free,0.0,Everyone 10+,2018-07-12,2018
family,4.7,48701,24.0,10000000,Free,0.0,Everyone,2018-05-22,2018
family,4.1,15246,78.0,1000000,Free,0.0,Everyone,2017-07-12,2017
family,4.5,520654,,10000000,Free,0.0,Everyone,2018-06-28,2018
family,4.5,4076,,100000,Free,0.0,Everyone,2018-08-01,2018
family,4.5,530904,51.0,10000000,Free,0.0,Everyone,2017-07-17,2017
family,4.6,106750,94.0,1000000,Free,0.0,Everyone,2018-06-29,2018
family,4.3,33785,16.0,5000000,Free,0.0,Everyone,2017-12-20,2017
family,4.3,4207,93.0,500000,Free,0.0,Everyone,2017-08-31,2017
family,4.5,58795,77.0,10000000,Free,0.0,Everyone,2018-05-21,2018
family,4.2,3235,32.0,1000000,Free,0.0,Everyone,2018-06-20,2018
family,4.2,47031,58.0,1000000,Free,0.0,Everyone,2018-07-30,2018
family,4.4,131,48.0,100000,Free,0.0,Everyone,2018-06-13,2018
family,4.5,114,69.0,50000,Free,0.0,Everyone,2018-06-13,2018
family,4.1,673203,73.0,50000000,Free,0.0,Everyone,2018-01-19,2018
family,4.2,2178,99.0,500000,Free,0.0,Everyone,2017-08-23,2017
family,4.1,175625,16.0,10000000,Free,0.0,Everyone,2017-11-22,2017
family,4.7,8508,54.0,500000,Free,0.0,Everyone 10+,2018-08-02,2018
family,4.3,3484,56.0,1000000,Free,0.0,Everyone,2017-03-07,2017
family,4.4,379415,68.0,10000000,Free,0.0,Everyone,2018-06-26,2018
family,4.4,19245,25.0,1000000,Free,0.0,Everyone,2018-03-28,2018
family,,65,7.0,100000,Free,0.0,Everyone,2018-03-07,2018
family,4.3,24877,54.0,5000000,Free,0.0,Everyone,2018-06-20,2018
family,4.4,765,51.0,1000000,Free,0.0,Everyone,2017-01-19,2017
family,4.3,10088,,1000000,Free,0.0,Everyone,2018-03-08,2018
family,4.3,525552,48.0,10000000,Free,0.0,Everyone,2017-10-15,2017
family,4.2,3762,44.0,1000000,Free,0.0,Everyone,2018-07-02,2018
family,4.2,141363,8.7,10000000,Free,0.0,Everyone,2018-01-21,2018
family,4.3,472584,91.0,10000000,Free,0.0,Everyone,2018-08-02,2018
family,4.3,1329192,97.0,50000000,Free,0.0,Everyone,2017-10-04,2017
family,4.1,148295,26.0,10000000,Free,0.0,Everyone,2018-03-05,2018
family,4.2,41273,16.0,5000000,Free,0.0,Everyone,2018-07-05,2018
family,4.5,278,,100000,Free,0.0,Everyone,2018-07-11,2018
family,4.3,392596,53.0,10000000,Free,0.0,Everyone,2016-07-22,2016
family,4.3,43060,95.0,5000000,Free,0.0,Everyone,2018-06-29,2018
family,4.5,514088,83.0,10000000,Free,0.0,Everyone,2018-05-30,2018
family,4.1,41867,78.0,1000000,Free,0.0,Everyone,2017-05-18,2017
family,4.5,1014846,56.0,50000000,Free,0.0,Everyone,2017-06-29,2017
family,4.2,23060,21.0,1000000,Free,0.0,Everyone,2018-07-26,2018
family,4.4,112080,26.0,10000000,Free,0.0,Everyone,2018-07-26,2018
family,4.0,15489,60.0,1000000,Free,0.0,Everyone,2017-10-11,2017
family,4.1,51895,22.0,10000000,Free,0.0,Everyone,2018-06-16,2018
family,4.3,43060,95.0,5000000,Free,0.0,Everyone,2018-06-29,2018
family,4.3,525552,48.0,10000000,Free,0.0,Everyone,2017-10-15,2017
family,4.4,623398,58.0,10000000,Free,0.0,Everyone,2017-08-31,2017
family,4.3,472584,91.0,10000000,Free,0.0,Everyone,2018-08-02,2018
family,4.1,66661,22.0,5000000,Free,0.0,Everyone,2018-02-02,2018
family,4.0,10447,36.0,1000000,Free,0.0,Everyone,2016-02-18,2016
family,4.3,1574197,37.0,50000000,Free,0.0,Everyone,2018-07-27,2018
family,4.6,19170,70.0,1000000,Free,0.0,Everyone,2017-03-15,2017
family,4.3,169609,34.0,10000000,Free,0.0,Everyone,2018-06-13,2018
family,4.7,6188,49.0,500000,Free,0.0,Everyone 10+,2018-04-03,2018
family,4.3,1369,9.8,500000,Free,0.0,Everyone,2016-03-05,2016
family,4.4,2952,37.0,500000,Free,0.0,Everyone,2018-06-19,2018
family,4.2,731,,100000,Free,0.0,Everyone,2018-07-28,2018
family,4.7,9856,55.0,100000,Free,0.0,Everyone,2016-02-02,2016
family,3.9,10753,84.0,1000000,Free,0.0,Everyone,2018-07-23,2018
family,4.1,154,16.0,10000,Free,0.0,Everyone,2017-01-13,2017
family,4.1,288523,92.0,10000000,Free,0.0,Everyone,2018-05-08,2018
family,4.1,4522,57.0,500000,Free,0.0,Everyone,2018-06-21,2018
family,4.2,3328,,100000,Paid,3.99,Everyone,2017-07-13,2017
family,4.7,31100,24.0,500000,Paid,3.99,Everyone,2018-07-06,2018
family,4.4,854,6.9,10000,Paid,4.99,Everyone,2015-12-01,2015
family,4.3,560,44.0,10000,Paid,3.99,Everyone,2015-06-17,2015
family,4.5,197,11.0,1000,Paid,2.99,Everyone,2017-03-23,2017
family,4.3,63186,16.0,10000000,Free,0.0,Everyone,2018-07-12,2018
family,4.3,23772,17.0,5000000,Free,0.0,Everyone,2017-08-02,2017
family,4.1,6007,18.0,1000000,Free,0.0,Everyone,2017-07-03,2017
family,4.1,2903,16.0,1000000,Free,0.0,Everyone,2018-07-05,2018
family,4.1,3617,19.0,1000000,Free,0.0,Everyone,2018-07-24,2018
family,4.6,3063,1.6,100000,Free,0.0,Everyone,2018-05-24,2018
family,4.1,3234,47.0,100000,Free,0.0,Everyone,2018-05-15,2018
family,4.4,276,16.0,50000,Free,0.0,Everyone,2017-09-12,2017
family,4.4,1595,14.0,500000,Free,0.0,Everyone,2018-07-04,2018
family,4.3,879,,100000,Free,0.0,Everyone,2018-05-22,2018
family,4.0,68559,75.0,5000000,Free,0.0,Everyone,2018-07-31,2018
family,4.8,61,25.0,1000,Free,0.0,Everyone,2017-01-26,2017
family,3.8,1123,5.7,100000,Free,0.0,Everyone,2016-09-08,2016
family,4.7,30,,1000,Paid,7.49,Everyone,2018-05-16,2018
family,4.5,566,17.0,50000,Free,0.0,Everyone,2018-06-13,2018
family,4.8,97,3.5,1000,Paid,2.99,Everyone,2018-03-30,2018
family,4.4,38,16.0,100,Paid,0.99,Everyone,2018-06-14,2018
family,4.8,4,42.0,100,Paid,0.99,Everyone,2015-09-03,2015
family,4.2,38,47.0,1000,Paid,0.99,Everyone,2014-11-14,2014
family,4.2,214,67.0,5000,Paid,4.99,Everyone,2017-12-13,2017
family,4.0,248,26.0,5000,Paid,2.99,Everyone,2018-07-24,2018
family,4.7,185,72.0,1000,Paid,4.99,Everyone,2018-05-01,2018
family,4.7,2195,37.0,10000,Paid,2.99,Everyone,2016-08-02,2016
family,3.9,1615,1.2,10000,Paid,4.99,Everyone,2016-02-09,2016
family,4.5,359,17.0,5000,Paid,4.99,Everyone,2015-08-12,2015
family,4.1,38021,19.0,10000000,Free,0.0,Everyone,2018-07-06,2018
family,4.4,6190,23.0,1000000,Free,0.0,Everyone,2015-08-24,2015
family,3.9,6903,25.0,1000000,Free,0.0,Everyone,2018-01-31,2018
family,4.4,13155,83.0,1000000,Free,0.0,Everyone,2016-06-16,2016
family,4.4,496,94.0,100000,Free,0.0,Everyone,2018-07-11,2018
family,3.6,418,97.0,100000,Free,0.0,Everyone,2016-11-07,2016
family,4.4,1160,37.0,100000,Free,0.0,Everyone,2013-05-22,2013
family,4.1,59917,92.0,5000000,Free,0.0,Everyone,2018-07-31,2018
family,3.6,1042,48.0,100000,Free,0.0,Everyone,2017-08-04,2017
family,4.6,73,12.0,1000,Paid,2.99,Everyone,2018-05-21,2018
family,4.3,382,15.0,10000,Paid,2.99,Everyone,2017-03-07,2017
family,4.5,253,83.0,10000,Paid,3.99,Everyone,2016-10-28,2016
family,4.4,3396,9.5,50000,Paid,3.99,Everyone,2014-12-09,2014
family,4.1,38021,19.0,10000000,Free,0.0,Everyone,2018-07-06,2018
family,4.4,6190,23.0,1000000,Free,0.0,Everyone,2015-08-24,2015
family,3.9,6903,25.0,1000000,Free,0.0,Everyone,2018-01-31,2018
family,4.4,13155,83.0,1000000,Free,0.0,Everyone,2016-06-16,2016
family,4.4,496,94.0,100000,Free,0.0,Everyone,2018-07-11,2018
family,3.6,418,97.0,100000,Free,0.0,Everyone,2016-11-07,2016
family,4.4,1160,37.0,100000,Free,0.0,Everyone,2013-05-22,2013
family,4.1,59917,92.0,5000000,Free,0.0,Everyone,2018-07-31,2018
family,3.6,1042,48.0,100000,Free,0.0,Everyone,2017-08-04,2017
family,4.6,73,12.0,1000,Paid,2.99,Everyone,2018-05-21,2018
family,4.3,382,15.0,10000,Paid,2.99,Everyone,2017-03-07,2017
family,4.5,253,83.0,10000,Paid,3.99,Everyone,2016-10-28,2016
family,4.4,3396,9.5,50000,Paid,3.99,Everyone,2014-12-09,2014
family,4.5,4450890,67.0,100000000,Free,0.0,Everyone 10+,2018-07-31,2018
family,4.1,182173,,10000000,Free,0.0,Everyone,2018-07-30,2018
family,4.5,470713,,50000000,Free,0.0,Everyone,2018-08-03,2018
family,4.1,59729,,10000000,Free,0.0,Everyone,2018-06-27,2018
family,3.9,133117,63.0,5000000,Free,0.0,Everyone,2018-07-12,2018
family,4.2,108795,49.0,10000000,Free,0.0,Everyone,2018-06-15,2018
family,4.1,47213,14.0,5000000,Free,0.0,Everyone,2017-12-09,2017
family,3.9,95537,58.0,10000000,Free,0.0,Everyone,2018-07-13,2018
family,4.1,66660,22.0,5000000,Free,0.0,Everyone,2018-02-02,2018
family,4.2,51838,15.0,5000000,Free,0.0,Everyone,2017-11-21,2017
family,4.7,6294397,,100000000,Free,0.0,Everyone,2018-08-01,2018
family,3.8,36028,50.0,5000000,Free,0.0,Everyone,2018-07-02,2018
family,4.3,528745,59.0,10000000,Free,0.0,Everyone,2018-07-26,2018
family,4.3,169609,34.0,10000000,Free,0.0,Everyone,2018-06-13,2018
family,4.3,82471,,5000000,Free,0.0,Everyone,2018-07-05,2018
family,3.9,44062,54.0,1000000,Free,0.0,Everyone,2016-12-30,2016
family,4.3,392596,53.0,10000000,Free,0.0,Everyone,2016-07-22,2016
family,4.0,79667,,10000000,Free,0.0,Everyone,2018-08-03,2018
family,4.0,20763,,5000000,Free,0.0,Everyone,2018-03-06,2018
family,4.3,1574204,37.0,50000000,Free,0.0,Everyone,2018-07-27,2018
family,4.2,123322,25.0,10000000,Free,0.0,Everyone 10+,2018-01-24,2018
family,4.1,29319,26.0,5000000,Free,0.0,Everyone,2018-05-18,2018
family,4.0,8126,61.0,1000000,Free,0.0,Everyone,2018-07-31,2018
family,4.4,623398,58.0,10000000,Free,0.0,Everyone,2017-08-31,2017
family,4.3,50887,91.0,5000000,Free,0.0,Everyone,2018-07-03,2018
family,4.3,63160,17.0,1000000,Free,0.0,Everyone,2016-07-22,2016
family,4.4,13155,83.0,1000000,Free,0.0,Everyone,2016-06-16,2016
family,4.2,28737,17.0,1000000,Free,0.0,Everyone,2016-02-05,2016
family,4.1,530792,,10000000,Free,0.0,Everyone,2018-05-30,2018
family,4.3,45579,64.0,1000000,Free,0.0,Everyone,2016-04-14,2016
family,4.2,19720,41.0,1000000,Free,0.0,Everyone,2017-11-07,2017
family,4.6,361970,58.0,5000000,Free,0.0,Everyone,2018-08-02,2018
family,4.1,159619,23.0,5000000,Free,0.0,Everyone,2018-07-17,2018
family,4.5,354384,71.0,10000000,Free,0.0,Everyone,2018-07-02,2018
family,4.4,272321,,10000000,Free,0.0,Everyone,2018-08-03,2018
family,4.5,2376564,,10000000,Paid,6.99,Everyone 10+,2018-07-24,2018
family,4.3,129603,23.0,1000000,Paid,2.99,Everyone 10+,2016-02-11,2016
medical,4.2,1135,12.0,100000,Paid,9.0,Everyone,2018-07-16,2018
medical,4.4,578,704.0,10000,Paid,0.99,Everyone,2014-11-30,2014
medical,4.6,129,2.9,10000,Paid,5.49,Everyone,2018-04-06,2018
medical,4.5,63,25.0,10000,Paid,9.99,Everyone,2016-10-03,2016
medical,4.8,216,,10000,Paid,6.99,Everyone,2017-06-17,2017
medical,4.5,171,20.0,10000,Paid,10.0,Everyone 10+,2017-09-21,2017
medical,3.2,45,21.0,5000,Paid,3.99,Everyone,2017-11-15,2017
medical,4.6,717,5.4,5000,Paid,5.99,Everyone,2018-05-31,2018
medical,4.5,2921,25.0,100000,Paid,24.99,Everyone,2018-05-25,2018
medical,4.1,1533,42.0,50000,Paid,11.99,Mature 17+,2014-08-07,2014
medical,4.6,92,32.0,1000,Paid,79.99,Everyone,2018-06-18,2018
medical,4.5,199,1.8,10000,Paid,11.99,Everyone,2018-06-27,2018
medical,4.4,1361,33.0,50000,Paid,2.99,Everyone,2018-07-17,2018
medical,4.4,12,3.8,1000,Paid,16.99,Everyone,2017-01-27,2017
medical,4.4,15,5.8,1000,Paid,3.99,Everyone,2018-08-01,2018
medical,3.8,206,9.5,10000,Paid,2.99,Everyone,2018-04-25,2018
medical,4.6,395,19.0,1000,Paid,9.99,Everyone,2018-07-16,2018
medical,2.5,79,,1000,Paid,3.99,Everyone,2017-12-06,2017
medical,4.0,15,5.0,1000,Paid,14.99,Everyone,2018-08-01,2018
medical,5.0,3,23.0,100,Paid,2.99,Everyone,2018-04-20,2018
medical,4.3,35,862.0,5000,Paid,3.99,Everyone,2014-12-03,2014
medical,3.4,77,9.9,5000,Paid,2.99,Everyone,2017-04-18,2017
medical,,3,24.0,500,Paid,1.0,Everyone,2016-01-24,2016
medical,3.4,51,2.4,1000,Paid,29.99,Everyone,2014-10-22,2014
